"Week.Ending","SKU","Dollars","Units","ARP"
2015-10-24,1286,2016.63,2079,0.97
2015-10-24,1023,20.25,45,0.45
2015-10-24,1024,9.6,24,0.4
2015-10-24,1025,65.45,119,0.55
2015-10-24,1026,820.68,977,0.84
2015-10-24,1027,4834.14,4278,1.13
2015-10-24,1028,5566,4840,1.15
2015-10-24,1029,163.2,255,0.64
2015-10-24,1030,122790.46,63622,1.93
2015-10-24,1031,820.68,977,0.84
2015-10-24,1032,1647.82,1753,0.94
2015-10-24,1033,465.12,612,0.76
2015-10-24,1035,7374.95,6095,1.21
2015-10-24,1038,0,0,0.03
2015-10-24,1039,252507.22,115829,2.18
2015-10-24,1044,238.68,351,0.68
2015-10-24,1047,18300.39,12979,1.41
2015-10-24,1048,4479889.92,1272696,3.52
2015-10-24,1050,0.22,1,0.22
2015-10-24,1051,7374.95,6095,1.21
2015-10-24,1052,45516.56,27754,1.64
2015-10-24,1053,122790.46,63622,1.93
2015-10-24,1054,27627896.8,5804180,4.76
2015-10-24,1055,22031.3,15194,1.45
2015-10-24,1287,1163834.56,414176,2.81
2015-10-24,1056,65.45,119,0.55
2015-10-24,1057,20.25,45,0.45
2015-10-24,1058,820.68,977,0.84
2015-10-24,1059,1329.51,1461,0.91
2015-10-24,1288,9487.8,7530,1.26
2015-10-24,1289,10728.93,8317,1.29
2015-10-24,1061,24075.66,16378,1.47
2015-10-24,1063,20190446.76,4466913,4.52
2015-10-24,1065,71798.28,40564,1.77
2015-10-24,1290,1329.51,1461,0.91
2015-10-24,1291,2168437.44,695012,3.12
2015-10-24,1068,65.45,119,0.55
2015-10-24,1069,853820.61,319783,2.67
2015-10-24,1070,465.12,612,0.76
2015-10-24,1292,65.45,119,0.55
2015-10-24,1071,5566,4840,1.15
2015-10-24,1072,163.2,255,0.64
2015-10-24,1293,106.8,178,0.6
2015-10-24,1073,10028014.62,2494531,4.02
2015-10-24,1074,378657.62,162514,2.33
2015-10-24,1294,1.45,5,0.29
2015-10-24,1295,0,0,0.16
2015-10-24,1075,0.22,1,0.22
2015-10-24,1076,3.74,11,0.34
2015-10-24,1078,6425.1,5445,1.18
2015-10-24,1080,105490.56,56112,1.88
2015-10-24,1081,24215298.56,5196416,4.66
2015-10-24,1082,465.12,612,0.76
2015-10-24,1296,820.68,977,0.84
2015-10-24,1083,0,0,0
2015-10-24,1084,0,0,0
2015-10-24,1086,1.45,5,0.29
2015-10-24,1087,378657.62,162514,2.33
2015-10-24,1088,65.45,119,0.55
2015-10-24,1297,20.25,45,0.45
2015-10-24,1298,4834.14,4278,1.13
2015-10-24,1090,2359600.44,746709,3.16
2015-10-24,1092,160630369.47,25137773,6.39
2015-10-24,1094,4809659.68,1351028,3.56
2015-10-24,1299,6425.1,5445,1.18
2015-10-24,1300,71798.28,40564,1.77
2015-10-24,1095,33755.28,21638,1.56
2015-10-24,1301,3.74,11,0.34
2015-10-24,1098,14915.12,10967,1.36
2015-10-24,1099,565454.1,227090,2.49
2015-10-24,1100,106.8,178,0.6
2015-10-24,1101,20.25,45,0.45
2015-10-24,1102,281367.24,126742,2.22
2015-10-24,1103,820.68,977,0.84
2015-10-24,1105,644504.85,252747,2.55
2015-10-24,1302,3.74,11,0.34
2015-10-24,1303,0,0,0.03
2015-10-24,1304,0,0,0.1
2015-10-24,1106,14915.12,10967,1.36
2015-10-24,1305,465.12,612,0.76
2015-10-24,1306,163.2,255,0.64
2015-10-24,1107,1501865.26,512582,2.93
2015-10-24,1108,2102268.1,678151,3.1
2015-10-24,1307,20.25,45,0.45
2015-10-24,1110,465.12,612,0.76
2015-10-24,1111,624,780,0.8
2015-10-24,1308,238.68,351,0.68
2015-10-24,1309,20.25,45,0.45
2015-10-24,1310,820.68,977,0.84
2015-10-24,1112,33755.28,21638,1.56
2015-10-24,1311,216388.4,102070,2.12
2015-10-24,1113,0,0,0.03
2015-10-24,1114,2465.41,2441,1.01
2015-10-24,1115,0.22,1,0.22
2015-10-24,1116,238.68,351,0.68
2015-10-24,1117,3.74,11,0.34
2015-10-24,1312,31175.76,20244,1.54
2015-10-24,1313,337.68,469,0.72
2015-10-24,1314,11989.12,9152,1.31
2015-10-24,1119,3508.53,3279,1.07
2015-10-24,1120,2016.63,2079,0.97
2015-10-24,1122,9487.8,7530,1.26
2015-10-24,1124,2194957.44,703512,3.12
2015-10-24,1125,261510.09,119411,2.19
2015-10-24,1315,0,0,0
2015-10-24,1316,1046.61,1203,0.87
2015-10-24,1317,1.45,5,0.29
2015-10-24,1127,2069654.19,669791,3.09
2015-10-24,1129,136544954.3,21952565,6.22
2015-10-24,1318,2465.41,2441,1.01
2015-10-24,1319,1046.61,1203,0.87
2015-10-24,1130,660584.96,258041,2.56
2015-10-24,1131,24075.66,16378,1.47
2015-10-24,1132,337.68,469,0.72
2015-10-24,1133,1046.61,1203,0.87
2015-10-24,1134,106.8,178,0.6
2015-10-24,1135,2465.41,2441,1.01
2015-10-24,1136,0,0,0.16
2015-10-24,1137,38,76,0.5
2015-10-24,1138,0.22,1,0.22
2015-10-24,1142,0,0,0.03
2015-10-24,1143,163.2,255,0.64
2015-10-24,1144,163.2,255,0.64
2015-10-24,1145,163.2,255,0.64
2015-10-24,1146,20.25,45,0.45
2015-10-24,1147,10728.93,8317,1.29
2015-10-24,1148,49405938.75,9410655,5.25
2015-10-24,1149,8350.47,6789,1.23
2015-10-24,1150,798095.76,302309,2.64
2015-10-24,1151,9.6,24,0.4
2015-10-24,1152,155320.74,77274,2.01
2015-10-24,1153,1831956.18,604606,3.03
2015-10-24,1154,106.8,178,0.6
2015-10-24,1155,155320.74,77274,2.01
2015-10-24,1156,163.2,255,0.64
2015-10-24,1157,111260.2,58558,1.9
2015-10-24,1158,117239.04,61062,1.92
2015-10-24,1159,624,780,0.8
2015-10-24,1160,2465.41,2441,1.01
2015-10-24,1161,0.22,1,0.22
2015-10-24,1162,10605077.28,2612088,4.06
2015-10-24,1163,216388.4,102070,2.12
2015-10-24,1164,343696.94,150086,2.29
2015-10-24,1165,161951.48,80174,2.02
2015-10-24,1166,9.6,24,0.4
2015-10-24,1167,72080886.67,12894613,5.59
2015-10-24,1168,8350.47,6789,1.23
2015-10-24,1169,1611165.6,542480,2.97
2015-10-24,1170,390237.12,166768,2.34
2015-10-24,1171,1163834.56,414176,2.81
2015-10-24,1172,465.12,612,0.76
2015-10-24,1173,80505,44725,1.8
2015-10-24,1174,18300.39,12979,1.41
2015-10-24,1175,20.25,45,0.45
2015-10-24,1176,129166.05,66239,1.95
2015-10-24,1177,7671544.65,1992609,3.85
2015-10-24,1178,38,76,0.5
2015-10-24,1179,95067.8,51388,1.85
2015-10-24,1180,10728.93,8317,1.29
2015-10-24,1181,80505,44725,1.8
2015-10-24,1182,20.25,45,0.45
2015-10-24,1183,4133.8,3758,1.1
2015-10-24,1184,38,76,0.5
2015-10-24,1185,20107.23,14061,1.43
2015-10-24,1186,7240268.73,1900333,3.81
2015-10-24,1187,161951.48,80174,2.02
2015-10-24,1188,52000.46,31138,1.67
2015-10-24,1189,624,780,0.8
2015-10-24,1191,1633728.69,550077,2.97
2015-10-24,1192,1453946.84,497927,2.92
2015-10-24,1194,0,0,0.16
2015-10-24,1195,0,0,0.16
2015-10-24,1198,1329.51,1461,0.91
2015-10-24,1199,38,76,0.5
2015-10-24,1201,428071.56,179862,2.38
2015-10-24,1320,2954.64,2841,1.04
2015-10-24,1202,38,76,0.5
2015-10-24,1203,24075.66,16378,1.47
2015-10-24,1204,624,780,0.8
2015-10-24,1205,9.6,24,0.4
2015-10-24,1206,38,76,0.5
2015-10-24,1207,9.6,24,0.4
2015-10-24,1208,3.74,11,0.34
2015-10-24,1210,7374.95,6095,1.21
2015-10-24,1212,21288761.28,4668588,4.56
2015-10-24,1213,106.8,178,0.6
2015-10-24,1321,71798.28,40564,1.77
2015-10-24,1214,8350.47,6789,1.23
2015-10-24,1215,2465.41,2441,1.01
2015-10-24,1216,1046.61,1203,0.87
2015-10-24,1322,337.68,469,0.72
2015-10-24,1323,3.74,11,0.34
2015-10-24,1217,1.45,5,0.29
2015-10-24,1218,105490.56,56112,1.88
2015-10-24,1219,14915.12,10967,1.36
2015-10-24,1324,0,0,0.03
2015-10-24,1220,55621.28,32912,1.69
2015-10-24,1325,0,0,0.16
2015-10-24,1222,225609.5,105425,2.14
2015-10-24,1223,1.45,5,0.29
2015-10-24,1224,2016.63,2079,0.97
2015-10-24,1225,0,0,0.03
2015-10-24,1226,3.74,11,0.34
2015-10-24,1227,1.45,5,0.29
2015-10-24,1326,5566,4840,1.15
2015-10-24,1228,367290.8,158315,2.32
2015-10-24,1327,233999.55,108837,2.15
2015-10-24,1328,65.45,119,0.55
2015-10-24,1229,106.8,178,0.6
2015-10-24,1230,158306622.11,24851903,6.37
2015-10-24,1231,3895958.24,1132546,3.44
2015-10-24,1232,7359291.12,1926516,3.82
2015-10-24,1233,3848652.08,1122056,3.43
2015-10-24,1234,3895958.24,1132546,3.44
2015-10-24,1235,10728.93,8317,1.29
2015-10-24,1236,911871,337730,2.7
2015-10-24,1237,0,0,0.03
2015-10-24,1330,0,0,0.16
2015-10-24,1238,3469593.61,1029553,3.37
2015-10-24,1239,3508.53,3279,1.07
2015-10-24,1240,52000.46,31138,1.67
2015-10-24,1241,18300.39,12979,1.41
2015-10-24,1242,2016.63,2079,0.97
2015-10-24,1243,18300.39,12979,1.41
2015-10-24,1244,20.25,45,0.45
2015-10-24,1245,465.12,612,0.76
2015-10-24,1246,0,0,0.03
2015-10-24,1247,465.12,612,0.76
2015-10-24,1249,6425.1,5445,1.18
2015-10-24,1250,65.45,119,0.55
2015-10-24,1251,9.6,24,0.4
2015-10-24,1253,163.2,255,0.64
2015-10-24,1254,9.6,24,0.4
2015-10-24,1255,38,76,0.5
2015-10-24,1256,2016.63,2079,0.97
2015-10-24,1257,55621.28,32912,1.69
2015-10-24,1258,2465.41,2441,1.01
2015-10-24,1259,872910.84,325713,2.68
2015-10-24,1260,660584.96,258041,2.56
2015-10-24,1261,94925311.65,16226549,5.85
2015-10-24,1262,45516.56,27754,1.64
2015-10-24,1263,1555927.35,527433,2.95
2015-10-24,1264,0,0,0.03
2015-10-24,1265,192079.68,92346,2.08
2015-10-24,1266,951877.6,349955,2.72
2015-10-24,1267,20.25,45,0.45
2015-10-24,1268,270705.6,123048,2.2
2015-10-24,1269,5566,4840,1.15
2015-10-24,1270,135067.52,68912,1.96
2015-10-24,1271,100458.27,53721,1.87
2015-10-24,1272,16488.24,11948,1.38
2015-10-24,1273,0,0,0.1
2015-10-24,1275,129166.05,66239,1.95
2015-10-24,1276,1427858.43,490673,2.91
2015-10-24,1277,129166.05,66239,1.95
2015-10-24,1278,23578577.6,5081590,4.64
2015-10-24,1329,624,780,0.8
2015-10-24,1280,161951.48,80174,2.02
2015-10-31,1001,624,780,0.8
2015-10-31,1002,1.45,5,0.29
2015-10-31,1003,2954.64,2841,1.04
2015-10-31,1004,4133.8,3758,1.1
2015-10-31,1005,337.68,469,0.72
2015-10-31,1006,3508.53,3279,1.07
2015-10-31,1007,20.25,45,0.45
2015-10-31,1009,33755.28,21638,1.56
2015-10-31,1281,65.45,119,0.55
2015-10-31,1010,337.68,469,0.72
2015-10-31,1011,1.45,5,0.29
2015-10-31,1282,106.8,178,0.6
2015-10-31,1013,20107.23,14061,1.43
2015-10-31,1014,4570905.22,1294874,3.53
2015-10-31,1015,508477.9,207542,2.45
2015-10-31,1016,1.45,5,0.29
2015-10-31,1283,9487.8,7530,1.26
2015-10-31,1284,65.45,119,0.55
2015-10-31,1018,48833.88,29418,1.66
2015-10-31,1020,22197258.36,4836004,4.59
2015-10-31,1022,536501.29,217207,2.47
2015-10-31,1285,238.68,351,0.68
2015-10-31,1286,1647.82,1753,0.94
2015-10-31,1023,2954.64,2841,1.04
2015-10-31,1024,1.45,5,0.29
2015-10-31,1025,11989.12,9152,1.31
2015-10-31,1026,106.8,178,0.6
2015-10-31,1027,10728.93,8317,1.29
2015-10-31,1028,31175.76,20244,1.54
2015-10-31,1029,1329.51,1461,0.91
2015-10-31,1030,378657.62,162514,2.33
2015-10-31,1031,6425.1,5445,1.18
2015-10-31,1032,163.2,255,0.64
2015-10-31,1033,20.25,45,0.45
2015-10-31,1035,28732.56,18903,1.52
2015-10-31,1038,3.74,11,0.34
2015-10-31,1039,440567.82,184338,2.39
2015-10-31,1044,1046.61,1203,0.87
2015-10-31,1046,0,0,0
2015-10-31,1047,10728.93,8317,1.29
2015-10-31,1048,6661302.48,1771623,3.76
2015-10-31,1050,9.6,24,0.4
2015-10-31,1051,4133.8,3758,1.1
2015-10-31,1052,85339.8,46890,1.82
2015-10-31,1053,95067.8,51388,1.85
2015-10-31,1054,36666510.02,7347998,4.99
2015-10-31,1055,89873.13,49111,1.83
2015-10-31,1287,1427858.43,490673,2.91
2015-10-31,1056,337.68,469,0.72
2015-10-31,1057,163.2,255,0.64
2015-10-31,1058,1647.82,1753,0.94
2015-10-31,1059,4133.8,3758,1.1
2015-10-31,1288,31175.76,20244,1.54
2015-10-31,1289,100458.27,53721,1.87
2015-10-31,1061,71798.28,40564,1.77
2015-10-31,1063,25515472.8,5428824,4.7
2015-10-31,1065,59408.82,34742,1.71
2015-10-31,1290,8350.47,6789,1.23
2015-10-31,1291,3272061.06,979659,3.34
2015-10-31,1068,106.8,178,0.6
2015-10-31,1069,853820.61,319783,2.67
2015-10-31,1070,2954.64,2841,1.04
2015-10-31,1292,3.74,11,0.34
2015-10-31,1071,14915.12,10967,1.36
2015-10-31,1072,65.45,119,0.55
2015-10-31,1293,0,0,0
2015-10-31,1073,13937705,3279460,4.25
2015-10-31,1074,494810.04,202791,2.44
2015-10-31,1294,106.8,178,0.6
2015-10-31,1295,9.6,24,0.4
2015-10-31,1075,0.22,1,0.22
2015-10-31,1076,38,76,0.5
2015-10-31,1078,11989.12,9152,1.31
2015-10-31,1080,192079.68,92346,2.08
2015-10-31,1081,33412674.48,6791194,4.92
2015-10-31,1082,2016.63,2079,0.97
2015-10-31,1296,1046.61,1203,0.87
2015-10-31,1084,106.8,178,0.6
2015-10-31,1086,163.2,255,0.64
2015-10-31,1087,479389.9,198095,2.42
2015-10-31,1088,163.2,255,0.64
2015-10-31,1297,2954.64,2841,1.04
2015-10-31,1298,1046.61,1203,0.87
2015-10-31,1090,3766114.26,1101203,3.42
2015-10-31,1092,215523723.8,32119780,6.71
2015-10-31,1094,7479392.52,1952844,3.83
2015-10-31,1299,42353.28,26144,1.62
2015-10-31,1300,45516.56,27754,1.64
2015-10-31,1095,16488.24,11948,1.38
2015-10-31,1096,3.74,11,0.34
2015-10-31,1301,0.22,1,0.22
2015-10-31,1098,36475.88,23086,1.58
2015-10-31,1099,644504.85,252747,2.55
2015-10-31,1100,337.68,469,0.72
2015-10-31,1101,9.6,24,0.4
2015-10-31,1102,161951.48,80174,2.02
2015-10-31,1103,2465.41,2441,1.01
2015-10-31,1105,727347.4,279749,2.6
2015-10-31,1302,3.74,11,0.34
2015-10-31,1303,20.25,45,0.45
2015-10-31,1106,10728.93,8317,1.29
2015-10-31,1305,65.45,119,0.55
2015-10-31,1306,65.45,119,0.55
2015-10-31,1107,1583398.72,534932,2.96
2015-10-31,1108,1277358.6,448196,2.85
2015-10-31,1307,163.2,255,0.64
2015-10-31,1110,106.8,178,0.6
2015-10-31,1111,163.2,255,0.64
2015-10-31,1308,38,76,0.5
2015-10-31,1309,0.22,1,0.22
2015-10-31,1310,2016.63,2079,0.97
2015-10-31,1112,52000.46,31138,1.67
2015-10-31,1311,610651.44,242322,2.52
2015-10-31,1113,3.74,11,0.34
2015-10-31,1114,1647.82,1753,0.94
2015-10-31,1115,20.25,45,0.45
2015-10-31,1116,38,76,0.5
2015-10-31,1117,820.68,977,0.84
2015-10-31,1312,16488.24,11948,1.38
2015-10-31,1313,163.2,255,0.64
2015-10-31,1314,39340.8,24588,1.6
2015-10-31,1119,22031.3,15194,1.45
2015-10-31,1120,820.68,977,0.84
2015-10-31,1122,20107.23,14061,1.43
2015-10-31,1123,0,0,0
2015-10-31,1124,4662941.1,1317215,3.54
2015-10-31,1125,300829.76,134299,2.24
2015-10-31,1315,0,0,0.16
2015-10-31,1316,10728.93,8317,1.29
2015-10-31,1317,9.6,24,0.4
2015-10-31,1127,3040022.7,921219,3.3
2015-10-31,1129,119900366.4,19720455,6.08
2015-10-31,1318,1329.51,1461,0.91
2015-10-31,1319,4133.8,3758,1.1
2015-10-31,1130,710286.78,274242,2.59
2015-10-31,1131,33755.28,21638,1.56
2015-10-31,1132,7374.95,6095,1.21
2015-10-31,1133,2465.41,2441,1.01
2015-10-31,1134,163.2,255,0.64
2015-10-31,1135,8350.47,6789,1.23
2015-10-31,1136,0.22,1,0.22
2015-10-31,1137,20.25,45,0.45
2015-10-31,1138,0,0,0.16
2015-10-31,1141,3.74,11,0.34
2015-10-31,1142,0,0,0.03
2015-10-31,1143,0.22,1,0.22
2015-10-31,1144,106.8,178,0.6
2015-10-31,1145,106.8,178,0.6
2015-10-31,1146,465.12,612,0.76
2015-10-31,1147,16488.24,11948,1.38
2015-10-31,1148,51665874.74,9766706,5.29
2015-10-31,1149,1046.61,1203,0.87
2015-10-31,1150,872910.84,325713,2.68
2015-10-31,1151,0,0,0.03
2015-10-31,1152,378657.62,162514,2.33
2015-10-31,1153,1862267.52,612588,3.04
2015-10-31,1154,1046.61,1203,0.87
2015-10-31,1155,161951.48,80174,2.02
2015-10-31,1156,7374.95,6095,1.21
2015-10-31,1157,117239.04,61062,1.92
2015-10-31,1158,89873.13,49111,1.83
2015-10-31,1159,2465.41,2441,1.01
2015-10-31,1160,4133.8,3758,1.1
2015-10-31,1161,0.22,1,0.22
2015-10-31,1162,21721698.82,4742729,4.58
2015-10-31,1163,853820.61,319783,2.67
2015-10-31,1164,148115.7,74430,1.99
2015-10-31,1165,390237.12,166768,2.34
2015-10-31,1166,20.25,45,0.45
2015-10-31,1167,102089340.32,17244821,5.92
2015-10-31,1168,89873.13,49111,1.83
2015-10-31,1169,710286.78,274242,2.59
2015-10-31,1170,281367.24,126742,2.22
2015-10-31,1171,2135195.38,686558,3.11
2015-10-31,1172,3508.53,3279,1.07
2015-10-31,1173,200613,95530,2.1
2015-10-31,1174,95067.8,51388,1.85
2015-10-31,1175,465.12,612,0.76
2015-10-31,1176,252507.22,115829,2.18
2015-10-31,1177,11200228.3,2731763,4.1
2015-10-31,1178,3.74,11,0.34
2015-10-31,1179,122790.46,63622,1.93
2015-10-31,1180,10728.93,8317,1.29
2015-10-31,1181,129166.05,66239,1.95
2015-10-31,1182,0.22,1,0.22
2015-10-31,1183,9487.8,7530,1.26
2015-10-31,1184,9.6,24,0.4
2015-10-31,1185,39340.8,24588,1.6
2015-10-31,1186,8096202,2086650,3.88
2015-10-31,1187,290997.16,130492,2.23
2015-10-31,1188,63364.71,36627,1.73
2015-10-31,1189,65.45,119,0.55
2015-10-31,1191,1801949.44,596672,3.02
2015-10-31,1192,1633728.69,550077,2.97
2015-10-31,1194,9.6,24,0.4
2015-10-31,1195,3.74,11,0.34
2015-10-31,1198,1329.51,1461,0.91
2015-10-31,1199,65.45,119,0.55
2015-10-31,1201,911871,337730,2.7
2015-10-31,1320,13446.9,10035,1.34
2015-10-31,1202,337.68,469,0.72
2015-10-31,1203,22031.3,15194,1.45
2015-10-31,1204,337.68,469,0.72
2015-10-31,1205,337.68,469,0.72
2015-10-31,1206,0.22,1,0.22
2015-10-31,1207,0.22,1,0.22
2015-10-31,1208,20.25,45,0.45
2015-10-31,1210,39340.8,24588,1.6
2015-10-31,1212,27437825.24,5764249,4.76
2015-10-31,1213,106.8,178,0.6
2015-10-31,1321,71798.28,40564,1.77
2015-10-31,1214,8350.47,6789,1.23
2015-10-31,1215,820.68,977,0.84
2015-10-31,1216,65.45,119,0.55
2015-10-31,1322,106.8,178,0.6
2015-10-31,1323,0,0,0.16
2015-10-31,1217,9.6,24,0.4
2015-10-31,1218,95067.8,51388,1.85
2015-10-31,1219,36475.88,23086,1.58
2015-10-31,1324,0,0,0.1
2015-10-31,1220,55621.28,32912,1.69
2015-10-31,1325,0,0,0.03
2015-10-31,1222,176599.3,86146,2.05
2015-10-31,1223,106.8,178,0.6
2015-10-31,1224,624,780,0.8
2015-10-31,1225,0,0,0
2015-10-31,1226,9.6,24,0.4
2015-10-31,1227,0.22,1,0.22
2015-10-31,1326,624,780,0.8
2015-10-31,1228,780029.07,296589,2.63
2015-10-31,1327,479389.9,198095,2.42
2015-10-31,1328,20.25,45,0.45
2015-10-31,1229,1647.82,1753,0.94
2015-10-31,1230,240769090.51,35251697,6.83
2015-10-31,1231,2597243.1,809110,3.21
2015-10-31,1232,11111258.01,2716689,4.09
2015-10-31,1233,3895958.24,1132546,3.44
2015-10-31,1234,4151376.14,1196362,3.47
2015-10-31,1235,89873.13,49111,1.83
2015-10-31,1236,2430505.8,764310,3.18
2015-10-31,1237,0,0,0.1
2015-10-31,1330,0,0,0.1
2015-10-31,1238,4715983.3,1328446,3.55
2015-10-31,1239,31175.76,20244,1.54
2015-10-31,1240,216388.4,102070,2.12
2015-10-31,1241,11989.12,9152,1.31
2015-10-31,1242,238.68,351,0.68
2015-10-31,1243,18300.39,12979,1.41
2015-10-31,1244,0.22,1,0.22
2015-10-31,1245,65.45,119,0.55
2015-10-31,1246,0,0,0
2015-10-31,1247,7374.95,6095,1.21
2015-10-31,1249,26244.86,17614,1.49
2015-10-31,1250,163.2,255,0.64
2015-10-31,1251,20.25,45,0.45
2015-10-31,1252,0,0,0.03
2015-10-31,1253,0,0,0
2015-10-31,1254,0,0,0.1
2015-10-31,1255,9.6,24,0.4
2015-10-31,1256,65.45,119,0.55
2015-10-31,1257,85339.8,46890,1.82
2015-10-31,1258,22031.3,15194,1.45
2015-10-31,1259,1748650.47,580947,3.01
2015-10-31,1260,610651.44,242322,2.52
2015-10-31,1261,114475352.92,18952873,6.04
2015-10-31,1262,24075.66,16378,1.47
2015-10-31,1263,2069654.19,669791,3.09
2015-10-31,1264,0,0,0.03
2015-10-31,1265,281367.24,126742,2.22
2015-10-31,1266,972278.58,356146,2.73
2015-10-31,1267,624,780,0.8
2015-10-31,1268,356139.63,154173,2.31
2015-10-31,1269,1046.61,1203,0.87
2015-10-31,1270,367290.8,158315,2.32
2015-10-31,1271,42353.28,26144,1.62
2015-10-31,1272,20107.23,14061,1.43
2015-10-31,1273,0,0,0.1
2015-10-31,1275,129166.05,66239,1.95
2015-10-31,1276,2568189.39,800059,3.21
2015-10-31,1277,122790.46,63622,1.93
2015-10-31,1278,28922587.2,6025539,4.8
2015-10-31,1329,4834.14,4278,1.13
2015-10-31,1280,225609.5,105425,2.14
2015-11-07,1001,3.74,11,0.34
2015-11-07,1002,238.68,351,0.68
2015-11-07,1003,169589.28,83132,2.04
2015-11-07,1004,1046.61,1203,0.87
2015-11-07,1005,38,76,0.5
2015-11-07,1006,10728.93,8317,1.29
2015-11-07,1007,9.6,24,0.4
2015-11-07,1009,95067.8,51388,1.85
2015-11-07,1281,20.25,45,0.45
2015-11-07,1010,2954.64,2841,1.04
2015-11-07,1011,0.22,1,0.22
2015-11-07,1282,20.25,45,0.45
2015-11-07,1013,16488.24,11948,1.38
2015-11-07,1014,4623324.96,1306024,3.54
2015-11-07,1015,744656.49,285309,2.61
2015-11-07,1016,1.45,5,0.29
2015-11-07,1283,10728.93,8317,1.29
2015-11-07,1284,465.12,612,0.76
2015-11-07,1018,48833.88,29418,1.66
2015-11-07,1020,25846096.74,5487494,4.71
2015-11-07,1022,610651.44,242322,2.52
2015-11-07,1285,337.68,469,0.72
2015-11-07,1286,1647.82,1753,0.94
2015-11-07,1023,624,780,0.8
2015-11-07,1024,38,76,0.5
2015-11-07,1025,7374.95,6095,1.21
2015-11-07,1026,337.68,469,0.72
2015-11-07,1027,13446.9,10035,1.34
2015-11-07,1028,39340.8,24588,1.6
2015-11-07,1029,38,76,0.5
2015-11-07,1030,161951.48,80174,2.02
2015-11-07,1031,238.68,351,0.68
2015-11-07,1032,820.68,977,0.84
2015-11-07,1033,2016.63,2079,0.97
2015-11-07,1035,18300.39,12979,1.41
2015-11-07,1038,0,0,0.03
2015-11-07,1039,550862.56,222122,2.48
2015-11-07,1044,20.25,45,0.45
2015-11-07,1047,22031.3,15194,1.45
2015-11-07,1048,6154782.41,1658971,3.71
2015-11-07,1050,9.6,24,0.4
2015-11-07,1051,10728.93,8317,1.29
2015-11-07,1052,33755.28,21638,1.56
2015-11-07,1053,52000.46,31138,1.67
2015-11-07,1054,32760743.4,6685866,4.9
2015-11-07,1055,45516.56,27754,1.64
2015-11-07,1287,1583398.72,534932,2.96
2015-11-07,1056,106.8,178,0.6
2015-11-07,1057,20.25,45,0.45
2015-11-07,1058,238.68,351,0.68
2015-11-07,1059,7374.95,6095,1.21
2015-11-07,1288,18300.39,12979,1.41
2015-11-07,1289,10728.93,8317,1.29
2015-11-07,1061,33755.28,21638,1.56
2015-11-07,1063,23578577.6,5081590,4.64
2015-11-07,1065,184681.26,89218,2.07
2015-11-07,1290,4834.14,4278,1.13
2015-11-07,1291,2634626.54,818207,3.22
2015-11-07,1068,163.2,255,0.64
2015-11-07,1069,1772245.86,588786,3.01
2015-11-07,1070,8350.47,6789,1.23
2015-11-07,1292,0,0,0.1
2015-11-07,1071,14915.12,10967,1.36
2015-11-07,1072,820.68,977,0.84
2015-11-07,1293,3.74,11,0.34
2015-11-07,1073,12097976.25,2915175,4.15
2015-11-07,1074,522373.62,212347,2.46
2015-11-07,1294,465.12,612,0.76
2015-11-07,1295,337.68,469,0.72
2015-11-07,1075,163.2,255,0.64
2015-11-07,1076,1329.51,1461,0.91
2015-11-07,1078,26244.86,17614,1.49
2015-11-07,1080,105490.56,56112,1.88
2015-11-07,1081,35374982.88,7132053,4.96
2015-11-07,1082,1329.51,1461,0.91
2015-11-07,1296,65.45,119,0.55
2015-11-07,1084,1.45,5,0.29
2015-11-07,1086,1.45,5,0.29
2015-11-07,1087,312246.12,138162,2.26
2015-11-07,1088,20.25,45,0.45
2015-11-07,1297,163.2,255,0.64
2015-11-07,1298,4834.14,4278,1.13
2015-11-07,1090,3932188.32,1143078,3.44
2015-11-07,1092,229843071.24,33900158,6.78
2015-11-07,1094,5466184.36,1501699,3.64
2015-11-07,1299,6425.1,5445,1.18
2015-11-07,1300,75858.26,42617,1.78
2015-11-07,1095,75858.26,42617,1.78
2015-11-07,1096,1.45,5,0.29
2015-11-07,1301,20.25,45,0.45
2015-11-07,1098,45516.56,27754,1.64
2015-11-07,1099,610651.44,242322,2.52
2015-11-07,1100,1046.61,1203,0.87
2015-11-07,1101,0.22,1,0.22
2015-11-07,1102,300829.76,134299,2.24
2015-11-07,1103,7374.95,6095,1.21
2015-11-07,1105,1052730.24,381424,2.76
2015-11-07,1302,38,76,0.5
2015-11-07,1303,3.74,11,0.34
2015-11-07,1304,0,0,0
2015-11-07,1106,11989.12,9152,1.31
2015-11-07,1305,9.6,24,0.4
2015-11-07,1306,65.45,119,0.55
2015-11-07,1107,2069654.19,669791,3.09
2015-11-07,1108,2168437.44,695012,3.12
2015-11-07,1307,163.2,255,0.64
2015-11-07,1110,65.45,119,0.55
2015-11-07,1111,38,76,0.5
2015-11-07,1308,820.68,977,0.84
2015-11-07,1309,0.22,1,0.22
2015-11-07,1310,2016.63,2079,0.97
2015-11-07,1112,63364.71,36627,1.73
2015-11-07,1311,312246.12,138162,2.26
2015-11-07,1113,1.45,5,0.29
2015-11-07,1114,3508.53,3279,1.07
2015-11-07,1115,20.25,45,0.45
2015-11-07,1116,3.74,11,0.34
2015-11-07,1117,238.68,351,0.68
2015-11-07,1312,18300.39,12979,1.41
2015-11-07,1313,0,0,0.03
